,seed,name_data,objective,prior_type,model,sigma_prior,pmin,learning_rate,momentum,learning_rate_prior,momentum_prior,delta,layers,delta_test,mc_samples,kl_penalty,train_epochs,verbose,device,prior_epochs,dropout_prob,perc_train,verbose_test,perc_prior,batch_size,Objective,Dataset,Sigma,LR,LR_prior,dropout,Obj_train,Risk_CE,Risk_01,KL,Train xe loss,Train 01 loss,Empirical xe risk,Empirical 01 risk,Stch loss,Stch 01 error,Post mean loss,Post mean 01 error,Ens loss,Ens 01 error,01 error prior net
51,8,mnist,fgrad_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.03,0.005,0.005,0.0,0.3273100256919861,0.2161265556180012,0.348525467450032,0.1284134765625,"tensor(0.0306, device='cuda:0')",0.1110108900000002,0.0392135565518668,0.1260196010639189,0.030452998355031,0.1082999999999999,0.0159782972186803,0.0672,0.0006353719509206,0.0701,0.9053
52,8,mnist,fquad_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.03,0.005,0.005,0.0,0.4740554690361023,0.1955141505820384,0.3592555345409208,0.0847983072916666,"tensor(0.0432, device='cuda:0')",0.1554644500000001,0.0531980555584558,0.1726277768054667,0.0425903387367725,0.1487,0.0235093887895345,0.0944,0.0009668417042121,0.0936,0.9053
53,8,mnist,f_rts_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.03,0.005,0.005,0.0,0.3377357125282287,0.2316257569169696,0.3498889502598207,0.1556244140625,"tensor(0.0260, device='cuda:0')",0.0936156766666667,0.0340292797427805,0.1075990018590663,0.0260613430291414,0.0917,0.0130415353924036,0.0567999999999999,0.0005357815534807,0.0601,0.9053
54,9,mnist,fgrad,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.03,0.005,0.005,0.0,0.1699206531047821,0.1813575620115825,0.3788148107280816,0.0529799682617187,"tensor(0.0576, device='cuda:0')",0.2073975966666668,0.0689083072359757,0.2264685639914739,0.0570942685008049,0.2028999999999999,0.0300839319825172,0.1074,0.0014162657316774,0.1089999999999999,0.8929
55,9,mnist,fquad,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.03,0.005,0.005,0.0,0.2145954668521881,0.1881090177075867,0.4498497790619886,0.0331274291992187,"tensor(0.0818, device='cuda:0')",0.3018924466666678,0.0950601550691381,0.3232955320141727,0.0819084569811821,0.3023,0.047091968357563,0.1497,0.0019983176607638,0.1533999999999999,0.8929
56,9,mnist,f_rts,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.03,0.005,0.005,0.0,0.1541133224964141,0.1824366390957759,0.3559406457732522,0.0655289794921875,"tensor(0.0485, device='cuda:0')",0.1729595499999996,0.0590062295043286,0.190827376797518,0.0479503609240055,0.1683,0.0248772781342268,0.0927,0.001207705005072,0.0954,0.8929
57,9,mnist,fgrad_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.03,0.005,0.005,0.0,0.3186232149600982,0.2120366808120261,0.3376746002770751,0.1256378499348958,"tensor(0.0299, device='cuda:0')",0.1053818166666668,0.0384357982721091,0.1200726263906112,0.0296271853148937,0.1015,0.0166204087436199,0.0625,0.0007727352785877,0.0629999999999999,0.8929
58,9,mnist,fquad_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.03,0.005,0.005,0.0,0.4734784662723541,0.1947274019969676,0.357671454973677,0.0830452718098958,"tensor(0.0438, device='cuda:0')",0.1559246766666666,0.0539159004291032,0.1731076294042257,0.0429108254611492,0.1472,0.0248698741197586,0.0870999999999999,0.0010775070404633,0.0915,0.8929
59,9,mnist,f_rts_acc,rand,fcn,0.03,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.03,0.005,0.005,0.0,0.3301663100719452,0.2285710587608683,0.3425261222867214,0.1533766927083333,"tensor(0.0256, device='cuda:0')",0.0901219133333336,0.0334984509394962,0.1038832015707725,0.0254915338009595,0.0881999999999999,0.0146668246015906,0.0538999999999999,0.0006634846213273,0.0556999999999999,0.8929
60,0,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1704634875059127,0.1821798153697759,0.3859613712707618,0.0552455037434895,"tensor(0.0562, device='cuda:0')",0.2105484533333328,0.0674320182328394,0.2297182753383,0.0561423003673553,0.2029999999999999,0.0236753672361373,0.1027,0.0012561747571453,0.0984,0.8884
61,0,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2171692997217178,0.1885770094063962,0.4620521543420297,0.0359232218424479,"tensor(0.0790, device='cuda:0')",0.3083027833333332,0.0919719004613328,0.3298206925782565,0.07965799421072,0.3051,0.0342742875218391,0.1318,0.0018563559278845,0.1353999999999999,0.8884
62,0,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1549474895000457,0.1838725707878805,0.3619190345245555,0.068134619140625,"tensor(0.0475, device='cuda:0')",0.1749109333333339,0.0579082677404823,0.192853057600772,0.0471105948090553,0.1689,0.0199506394565105,0.0905,0.0010465008672326,0.0881999999999999,0.8884
63,0,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.3200722336769104,0.217011662979823,0.3409704263888113,0.1339961995442708,"tensor(0.0285, device='cuda:0')",0.1017923533333337,0.0368217425186793,0.116273135141433,0.0286751650273799,0.0978,0.0119210798293352,0.0547999999999999,0.0006527939112856,0.0557999999999999,0.8884
64,0,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.47959965467453,0.1967008777413594,0.3601479809084127,0.0875827473958333,"tensor(0.0421, device='cuda:0')",0.1534913900000001,0.0520454525544807,0.1705688771195076,0.0415787324309349,0.1421,0.01768708974123,0.0793,0.00094362674281,0.0828999999999999,0.8884
65,0,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3293630480766296,0.2329217157751306,0.3435633814311248,0.1619233072916666,"tensor(0.0241, device='cuda:0')",0.0855646266666667,0.0318093435003411,0.0990268257410332,0.024474011734128,0.0836,0.0106433806940913,0.0455999999999999,0.0005587252089753,0.0454999999999999,0.8884
66,1,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.172142818570137,0.1840085603350977,0.3933875598106019,0.0547180460611979,"tensor(0.0578, device='cuda:0')",0.2176328633333331,0.069161033347265,0.2370186426590808,0.0573157183825969,0.2113,0.0303395520895719,0.1148,0.0014218196738511,0.1076,0.864
67,1,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2179116755723953,0.1897121042314997,0.4682514943695127,0.0352920817057291,"tensor(0.0805, device='cuda:0')",0.3152534466666664,0.0936019793445286,0.3368947018300048,0.0799645334482193,0.3081,0.0420815609395504,0.1562,0.0020065538119524,0.1469,0.864
68,1,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1565421223640442,0.1853782673294509,0.367367328192741,0.0677212565104166,"tensor(0.0487, device='cuda:0')",0.1798307866666665,0.0592030826252985,0.1979568942139204,0.0482740029692649,0.1753,0.0254862904548645,0.0973,0.0011952178319916,0.0925,0.864
69,1,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.3208586275577545,0.2186512876719712,0.3413936018016439,0.1367330403645833,"tensor(0.0280, device='cuda:0')",0.10020795,0.0363243956519678,0.1145941401441321,0.0281224492937326,0.0986,0.0111887017264962,0.0524999999999999,0.0006675256299786,0.0534999999999999,0.864
70,1,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.4845750331878662,0.198172955590378,0.3634166489518734,0.0879664469401041,"tensor(0.0427, device='cuda:0')",0.1556874099999999,0.0526909206519124,0.1728590888217615,0.0425079762935638,0.1543999999999999,0.0207126550376415,0.0819999999999999,0.0010326288174837,0.0847999999999999,0.864
71,1,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3306026458740234,0.2351492258158595,0.3445418375896981,0.1655248046875,"tensor(0.0236, device='cuda:0')",0.0840534333333332,0.0313234017899341,0.0974138409105019,0.0238702520728111,0.0836,0.0083994017913937,0.0436999999999999,0.0005525661399587,0.0463,0.864
72,2,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1712628453969955,0.1830469813660353,0.3876385105516381,0.0549585611979166,"tensor(0.0570, device='cuda:0')",0.21236189,0.0682830568313733,0.2315868291410643,0.0567847453057765,0.2065,0.0269039627164602,0.1028,0.0014206648338586,0.1014,0.9302
73,2,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2180459201335907,0.1891450102019968,0.459925471029447,0.0362877766927083,"tensor(0.0790, device='cuda:0')",0.3056664933333343,0.0919640629812989,0.3271392782825835,0.0791720673441886,0.3003,0.0392755754292011,0.1369,0.0019629304297268,0.138,0.9302
74,2,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1556455045938491,0.1844921055523638,0.3627143124881329,0.0677747111002604,"tensor(0.0481, device='cuda:0')",0.1759624966666665,0.0585861145143099,0.1939446230447117,0.0478667318820953,0.1734,0.0226537697017192,0.0887999999999999,0.0012055895058438,0.0908999999999999,0.9302
75,2,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.322853684425354,0.2182946348642566,0.343979127516729,0.1344247233072916,"tensor(0.0289, device='cuda:0')",0.1035750666666669,0.037293159821873,0.1181604718122109,0.0291199330240488,0.1019999999999999,0.0155486334115266,0.0556999999999999,0.0006897058920003,0.0587999999999999,0.9302
76,2,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.4787932634353637,0.1966652926973206,0.3612851982776097,0.0867703776041666,"tensor(0.0426, device='cuda:0')",0.155154696666667,0.052570701960114,0.1723049815526693,0.0418805666267871,0.1492,0.0200911648571491,0.0842,0.0010472064604982,0.0863,0.9302
77,2,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3338024616241455,0.2347106160140172,0.3478057693718734,0.1624531575520833,"tensor(0.0247, device='cuda:0')",0.0880197566666664,0.0324787243332323,0.1016441105620924,0.0250975415110588,0.0870999999999999,0.0144896619021892,0.0466999999999999,0.0005757717881351,0.0486999999999999,0.9302
78,3,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.171447604894638,0.1832667690918383,0.3888771830874316,0.0551209391276041,"tensor(0.0570, device='cuda:0')",0.2132129466666666,0.0682905113918994,0.2324651345975948,0.0565944015979766,0.2046,0.0232773199677467,0.1020999999999999,0.0014789426932111,0.1006,0.9003
79,3,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2195251137018203,0.1905068443442272,0.4652793647869484,0.036318994140625,"tensor(0.0799, device='cuda:0')",0.3106361966666665,0.0929621449080144,0.3321972235172146,0.0804786309599876,0.3044,0.0339685305953025,0.1264999999999999,0.002031436888501,0.1322999999999999,0.9003
80,3,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1556938886642456,0.184537205079488,0.3639805938781771,0.067761669921875,"tensor(0.0481, device='cuda:0')",0.1770115500000003,0.0586257405022583,0.1950335729974786,0.0475117415189743,0.1696999999999999,0.0190036259591579,0.0911999999999999,0.0012564653297886,0.0874,0.9003
81,3,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.3177624344825744,0.216496226715655,0.3385797156058301,0.1343151041666666,"tensor(0.0281, device='cuda:0')",0.0999296033333333,0.0363866489060267,0.1142996428048857,0.0278600361198186,0.0994,0.0098898103460669,0.0525999999999999,0.0007357748108915,0.0555999999999999,0.9003
82,3,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.4774719178676605,0.1970886618222953,0.359097119897129,0.0878418619791666,"tensor(0.0422, device='cuda:0')",0.1524219166666664,0.0521104986444609,0.1694530810398032,0.041896253824234,0.147,0.0155589273199439,0.0820999999999999,0.0011119383852928,0.0837,0.9003
83,3,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3260365724563598,0.2320474688973076,0.340996883068641,0.1617777180989583,"tensor(0.0237, device='cuda:0')",0.0839865599999999,0.0314333907891384,0.0973427015506658,0.0236175935715436,0.0834,0.0082417633384466,0.0454999999999999,0.0006129045505076,0.0473,0.9003
84,4,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1725335270166397,0.1845367455948102,0.3935358194039861,0.0556479044596354,"tensor(0.0574, device='cuda:0')",0.2165395200000004,0.0686895954676586,0.2358926172961142,0.05628302693367,0.2112,0.0263175219297409,0.1040999999999999,0.0012457116972655,0.1037,0.8847
85,4,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2206827998161316,0.1916617097135805,0.4738343113097837,0.0362138142903645,"tensor(0.0808, device='cuda:0')",0.3188902399999993,0.093969592048792,0.3405880381755246,0.0800420120358467,0.3077999999999999,0.0401691198348999,0.1413999999999999,0.0018664533272385,0.1374999999999999,0.8847
86,4,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1568735241889953,0.1859347590655037,0.3673807301600313,0.0687196940104166,"tensor(0.0483, device='cuda:0')",0.1787237800000003,0.0587925484172254,0.1968085615680421,0.0473181791603565,0.1744,0.021481230854988,0.0868999999999999,0.0010199560783803,0.0897,0.8847
87,4,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.32070392370224,0.2182163989721681,0.3421444019722036,0.1352056803385416,"tensor(0.0285, device='cuda:0')",0.10176759,0.0368574469098549,0.1162470577968404,0.028175164014101,0.1012999999999999,0.0106899505481123,0.051,0.0005477184895426,0.0544,0.8847
88,4,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.494567334651947,0.2004961589544276,0.3706255351531358,0.0881385498046875,"tensor(0.0439, device='cuda:0')",0.1612171933333334,0.0540073937861067,0.1786187752635428,0.042946845293045,0.1555999999999999,0.0184329524636268,0.0783,0.0008680540486238,0.0876,0.8847
89,4,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3307503759860992,0.2338321099906083,0.3444265555331197,0.1629963216145833,"tensor(0.0241, device='cuda:0')",0.0854837099999999,0.0317883183218725,0.0989401231134672,0.0241837762296199,0.0858999999999999,0.0080931168049573,0.0426999999999999,0.0004507608828134,0.0444999999999999,0.8847
90,5,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1736982464790344,0.185831595026209,0.3975514644795708,0.0555493733723958,"tensor(0.0583, device='cuda:0')",0.2201393233333333,0.0696698638906933,0.2395998435655753,0.0581295676529407,0.2090999999999999,0.0383032448589801,0.1038999999999999,0.0017165836179628,0.1091999999999999,0.9354
91,5,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2241472899913787,0.1945390445228728,0.4816992697110427,0.0367283650716145,"tensor(0.0823, device='cuda:0')",0.3254398399999998,0.0955433710653957,0.3472429262229639,0.0825928524136543,0.3177,0.046755988150835,0.1412999999999999,0.0022678864188492,0.1532,0.9354
92,5,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.157896414399147,0.1868282118446017,0.3708891538764078,0.0681336059570312,"tensor(0.0492, device='cuda:0')",0.1822649533333331,0.0598255422991076,0.2004807576409887,0.0490868017077446,0.175,0.0352174416184425,0.0899999999999999,0.0014999144477769,0.0933,0.9354
93,5,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.32517871260643,0.2214356999171681,0.3476933476442042,0.1370615234375,"tensor(0.0292, device='cuda:0')",0.1043312199999999,0.037648629289786,0.1189606976853058,0.0294572971761226,0.1034,0.0231477953493595,0.056,0.0010122214443981,0.0612,0.9354
94,5,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.5112794041633606,0.2058212767723689,0.3843965231053267,0.0890566487630208,"tensor(0.0464, device='cuda:0')",0.17135064,0.0566891003072499,0.1891552341148253,0.0458960905671119,0.1637999999999999,0.0333359651267528,0.0891999999999999,0.0014741999329999,0.1009999999999999,0.9354
95,5,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3372291326522827,0.2373782738992116,0.3504461314715333,0.1652245768229166,"tensor(0.0248, device='cuda:0')",0.0880840700000002,0.0325854050127354,0.1017126811235266,0.0253130253404378,0.0883,0.0209335591644048,0.0473,0.0009032797534018,0.0521,0.9354
96,6,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1719837337732315,0.1839320849067791,0.3882072788126243,0.0558002115885416,"tensor(0.0569, device='cuda:0')",0.2117538599999995,0.0681411264472571,0.2309605640199705,0.0567870400846004,0.2114,0.0323165729641914,0.1038999999999999,0.0013782908208668,0.1018,0.9137
97,6,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.220110535621643,0.1908045783357746,0.4633414415351973,0.036678125,"tensor(0.0797, device='cuda:0')",0.3081840199999996,0.0927567287008079,0.3297003456993279,0.0806897059082984,0.3091,0.042252343147993,0.1407,0.001975511200726,0.1358,0.9137
98,6,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.156145304441452,0.1851220275819391,0.363907384431669,0.0683439290364583,"tensor(0.0481, device='cuda:0')",0.1763016066666669,0.0585546098283355,0.19429518595458,0.0477723330259323,0.173,0.0287623796612024,0.0911999999999999,0.0011430395534262,0.0884,0.9137
99,6,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.318915843963623,0.2172093827493513,0.3394614851345245,0.1352058268229166,"tensor(0.0280, device='cuda:0')",0.0999249099999999,0.0363188092109967,0.1142950244027861,0.0282251890748739,0.1005,0.0152196232229471,0.0514999999999999,0.0006206742255017,0.0543,0.9137
100,6,mnist,fquad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad_acc,mnist,0.04,0.005,0.005,0.0,0.4900856018066406,0.1995257449138026,0.3677115977512948,0.0884588053385416,"tensor(0.0432, device='cuda:0')",0.1586036766666672,0.0531925130510535,0.1758989956048951,0.043207224458456,0.1533,0.0254942961037158,0.0823,0.0010268031619489,0.0870999999999999,0.9137
101,6,mnist,f_rts_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts_acc,mnist,0.04,0.005,0.005,0.0,0.3296717405319214,0.2343348582366172,0.3440493004345122,0.1641264973958333,"tensor(0.0238, device='cuda:0')",0.0845656299999999,0.0315366046550871,0.0979604717066342,0.0242358334362506,0.0857999999999999,0.0116226524114608,0.042,0.0005168447969481,0.0474999999999999,0.9137
102,7,mnist,fgrad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad,mnist,0.04,0.005,0.005,0.0,0.1714615374803543,0.183281346516786,0.3880717666274068,0.0550843343098958,"tensor(0.0570, device='cuda:0')",0.21256761,0.0683314670965933,0.2317995431220045,0.0571932010352611,0.2052,0.0311140418052673,0.1076,0.0014499042881652,0.1004,0.8792
103,7,mnist,fquad,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fquad,mnist,0.04,0.005,0.005,0.0,0.2184318453073501,0.1896302815353173,0.4631557713279657,0.0361101725260416,"tensor(0.0795, device='cuda:0')",0.3090072966666672,0.0925462594830755,0.3305401922992703,0.0804855674505233,0.31,0.044194471091032,0.1402999999999999,0.0019936515018343,0.132,0.8792
104,7,mnist,f_rts,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,f_rts,mnist,0.04,0.005,0.005,0.0,0.1560880243778228,0.1849449290842931,0.363959566394922,0.0678229248046875,"tensor(0.0483, device='cuda:0')",0.1769271800000001,0.0588435999981732,0.1949447710072181,0.0484720207750797,0.1709,0.0260662492364645,0.0927,0.0012346538715064,0.0890999999999999,0.8792
105,7,mnist,fgrad_acc,rand,fcn,0.04,1e-05,0.005,0.95,0.005,0.99,0.025,,0.01,5000,1,100,False,cuda,70,0.2,1.0,False,1e-10,250,fgrad_acc,mnist,0.04,0.005,0.005,0.0,0.3175645470619201,0.2163850431769458,0.3379606419436949,0.1343155598958333,"tensor(0.0280, device='cuda:0')",0.09950443,0.0363267668408303,0.1138486239392468,0.0283542331308126,0.0963,0.0139432866126298,0.0553,0.0007165756542235,0.0552,0.8792
